product_id,competitor_name,price,recorded_at
1,BestBuy,73.3,2026-03-09
1,BestBuy,74.41,2026-03-10
1,BestBuy,73.57,2026-03-11
1,BestBuy,74.26,2026-03-12
1,BestBuy,74.98,2026-03-13
1,BestBuy,74.91,2026-03-14
1,BestBuy,75.44,2026-03-15
1,BestBuy,74.57,2026-03-16
1,BestBuy,75.68,2026-03-17
1,BestBuy,75.83,2026-03-18
1,BestBuy,75.68,2026-03-19
1,BestBuy,76.99,2026-03-20
1,BestBuy,76.71,2026-03-21
1,BestBuy,75.8,2026-03-22
1,BestBuy,74.77,2026-03-23
1,BestBuy,75.71,2026-03-24
1,BestBuy,76.96,2026-03-26
1,BestBuy,75.46,2026-03-27
1,BestBuy,77.43,2026-03-28
1,Walmart,75.93,2025-09-30
1,Walmart,76.33,2025-10-01
1,Walmart,76.44,2025-10-02
1,Walmart,78.1,2025-10-03
1,Walmart,80.54,2025-10-04
1,Walmart,81.62,2025-10-05
1,Walmart,81.41,2025-10-06
1,Walmart,81.4,2025-10-07
1,Walmart,80.97,2025-10-09
1,Walmart,79.72,2025-10-10
1,Walmart,80.57,2025-10-11
1,Walmart,82.81,2025-10-12
1,Walmart,83.8,2025-10-13
1,Walmart,83.59,2025-10-14
1,Walmart,84.35,2025-10-15
1,Walmart,86.2,2025-10-16
1,Walmart,88.01,2025-10-17
1,Walmart,87.11,2025-10-18
1,Walmart,87.77,2025-10-19
1,Walmart,87.69,2025-10-20
1,Walmart,88.61,2025-10-21
1,Walmart,89.05,2025-10-22
1,Walmart,86.51,2025-10-23
1,Walmart,86.12,2025-10-24
1,Walmart,86.26,2025-10-25
1,Walmart,84.69,2025-10-26
1,Walmart,85.16,2025-10-27
1,Walmart,83.45,2025-10-28
1,Walmart,82.48,2025-10-29
1,Walmart,83.6,2025-10-30
1,Walmart,82.48,2025-10-31
1,Walmart,82.8,2025-11-01
1,Walmart,80.78,2025-11-02
1,Walmart,82.5,2025-11-03
1,Walmart,81.87,2025-11-04
1,Walmart,81.62,2025-11-05
1,Walmart,81.44,2025-11-06
1,Walmart,81.65,2025-11-07
1,Walmart,79.77,2025-11-08
1,Walmart,79.37,2025-11-09
1,Walmart,78.33,2025-11-10
1,Walmart,76.34,2025-11-11
1,Walmart,76.82,2025-11-12
1,Walmart,76.08,2025-11-13
1,Walmart,75.88,2025-11-14
1,Walmart,75.62,2025-11-15
1,Walmart,74.89,2025-11-16
1,Walmart,76.24,2025-11-17
1,Walmart,75.78,2025-11-18
1,Walmart,73.96,2025-11-19
1,Walmart,73.21,2025-11-20
1,Walmart,73.27,2025-11-21
1,Walmart,73.36,2025-11-22
1,Walmart,72.06,2025-11-23
1,Walmart,72.52,2025-11-24
1,Walmart,70.68,2025-11-25
1,Walmart,71.36,2025-11-26
1,Walmart,69.96,2025-11-27
1,Walmart,69.52,2025-11-28
1,Walmart,70.19,2025-11-29
1,Walmart,70.09,2025-11-30
1,Walmart,70.61,2025-12-01
1,Walmart,70.98,2025-12-02
1,Walmart,71.96,2025-12-03
1,Walmart,72.78,2025-12-04
1,Walmart,72.33,2025-12-05
1,Walmart,72.84,2025-12-06
1,Walmart,71.51,2025-12-07
1,Walmart,71.49,2025-12-08
1,Walmart,72.25,2025-12-09
1,Walmart,72.46,2025-12-10
1,Walmart,72.97,2025-12-11
1,Walmart,72.93,2025-12-12
1,Walmart,74.1,2025-12-13
1,Walmart,74.24,2025-12-14
1,Walmart,74.06,2025-12-15
1,Walmart,75.11,2025-12-16
1,Walmart,74.13,2025-12-17
1,Walmart,74.88,2025-12-18
1,Walmart,74.27,2025-12-19
1,Walmart,75.76,2025-12-20
1,Walmart,75.89,2025-12-21
1,Walmart,76.4,2025-12-22
1,Walmart,77.17,2025-12-23
1,Walmart,75.79,2025-12-24
1,Walmart,75.61,2025-12-25
1,Walmart,76.98,2025-12-26
1,Walmart,78.22,2025-12-27
1,Walmart,78.92,2025-12-28
1,Walmart,78.08,2025-12-29
1,Walmart,79.07,2025-12-30
1,Walmart,80.19,2025-12-31
1,Walmart,80.67,2026-01-01
1,Walmart,82.29,2026-01-02
1,Walmart,82.04,2026-01-03
1,Walmart,81.95,2026-01-04
1,Walmart,81.15,2026-01-06
1,Walmart,81.81,2026-01-07
1,Walmart,80.5,2026-01-08
1,Walmart,79.11,2026-01-09
1,Walmart,78.57,2026-01-10
1,Walmart,79.59,2026-01-11
1,Walmart,79.55,2026-01-12
1,Walmart,79.0,2026-01-13
1,Walmart,77.41,2026-01-15
1,Walmart,75.75,2026-01-16
1,Walmart,74.76,2026-01-17
1,Walmart,73.88,2026-01-18
1,Walmart,74.54,2026-01-19
1,Walmart,74.42,2026-01-20
1,Walmart,73.68,2026-01-21
1,Walmart,75.69,2026-01-22
1,Walmart,75.04,2026-01-23
1,Walmart,76.01,2026-01-24
1,Walmart,77.37,2026-01-25
1,Walmart,75.78,2026-01-26
1,Walmart,75.69,2026-01-27
1,Walmart,75.03,2026-01-28
1,Walmart,74.29,2026-01-29
1,Walmart,74.55,2026-01-30
1,Walmart,73.75,2026-01-31
1,Walmart,73.04,2026-02-01
1,Walmart,72.61,2026-02-02
1,Walmart,71.98,2026-02-03
1,Walmart,70.65,2026-02-04
1,Walmart,70.99,2026-02-05
1,Walmart,71.54,2026-02-06
1,Walmart,71.47,2026-02-07
1,Walmart,69.81,2026-02-09
1,Walmart,68.85,2026-02-10
1,Walmart,70.41,2026-02-11
1,Walmart,70.8,2026-02-12
1,Walmart,69.7,2026-02-13
1,Walmart,69.45,2026-02-14
1,Walmart,68.76,2026-02-15
1,Walmart,68.86,2026-02-16
1,Walmart,68.93,2026-02-17
1,Walmart,69.46,2026-02-18
1,Walmart,68.39,2026-02-19
1,Walmart,68.13,2026-02-20
1,Walmart,65.08,2026-02-22
1,Walmart,65.48,2026-02-23
1,Walmart,64.47,2026-02-24
1,Walmart,63.57,2026-02-25
1,Walmart,63.35,2026-02-26
1,Walmart,63.67,2026-02-27
1,Walmart,62.68,2026-02-28
1,Walmart,59.92,2026-03-01
1,Walmart,59.17,2026-03-02
1,Walmart,59.93,2026-03-03
1,Walmart,60.1,2026-03-04
1,Walmart,61.0,2026-03-05
1,Walmart,60.15,2026-03-06
1,Walmart,58.96,2026-03-07
1,Walmart,59.32,2026-03-08
1,Walmart,59.54,2026-03-09
1,Walmart,59.83,2026-03-10
1,Walmart,61.03,2026-03-12
1,Walmart,61.48,2026-03-13
1,Walmart,62.18,2026-03-14
1,Walmart,62.76,2026-03-15
1,Walmart,63.63,2026-03-16
1,Walmart,64.64,2026-03-17
1,Walmart,66.1,2026-03-18
1,Walmart,65.88,2026-03-19
1,Walmart,66.56,2026-03-20
1,Walmart,66.59,2026-03-21
1,Walmart,66.26,2026-03-22
1,Walmart,66.05,2026-03-23
1,Walmart,66.8,2026-03-24
1,Walmart,67.5,2026-03-25
1,Walmart,68.2,2026-03-26
1,Walmart,68.4,2026-03-27
1,Walmart,68.78,2026-03-28
1,Target,75.05,2025-09-30
1,Target,75.51,2025-10-01
1,Target,74.69,2025-10-02
1,Target,75.77,2025-10-03
1,Target,76.76,2025-10-04
1,Target,79.16,2025-10-05
1,Target,79.27,2025-10-06
1,Target,79.86,2025-10-07
1,Target,82.36,2025-10-09
1,Target,82.62,2025-10-10
1,Target,83.22,2025-10-11
1,Target,84.13,2025-10-12
1,Target,84.61,2025-10-13
1,Target,84.42,2025-10-14
1,Target,84.85,2025-10-15
1,Target,86.15,2025-10-16
1,Target,85.27,2025-10-17
1,Target,85.56,2025-10-18
1,Target,84.96,2025-10-19
1,Target,86.27,2025-10-20
1,Target,84.76,2025-10-21
1,Target,84.22,2025-10-22
1,Target,84.6,2025-10-23
1,Target,86.16,2025-10-24
1,Target,86.03,2025-10-25
1,Target,85.36,2025-10-26
1,Target,87.16,2025-10-27
1,Target,85.5,2025-10-28
1,Target,83.07,2025-10-29
1,Target,83.3,2025-10-30
1,Target,82.57,2025-10-31
1,Target,81.31,2025-11-01
1,Target,81.72,2025-11-02
1,Target,81.66,2025-11-03
1,Target,80.79,2025-11-04
1,Target,79.21,2025-11-05
1,Target,79.69,2025-11-06
1,Target,79.94,2025-11-07
1,Target,79.46,2025-11-08
1,Target,80.81,2025-11-09
1,Target,79.36,2025-11-10
1,Target,77.49,2025-11-11
1,Target,76.44,2025-11-12
1,Target,75.97,2025-11-13
1,Target,75.77,2025-11-14
1,Target,75.13,2025-11-15
1,Target,75.03,2025-11-16
1,Target,73.49,2025-11-17
1,Target,74.35,2025-11-18
1,Target,73.88,2025-11-19
1,Target,74.47,2025-11-20
1,Target,74.39,2025-11-21
1,Target,74.42,2025-11-22
1,Target,74.56,2025-11-23
1,Target,74.62,2025-11-24
1,Target,75.75,2025-11-26
1,Target,75.64,2025-11-27
1,Target,76.01,2025-11-28
1,Target,75.69,2025-11-29
1,Target,76.78,2025-11-30
1,Target,75.97,2025-12-01
1,Target,77.45,2025-12-02
1,Target,77.29,2025-12-03
1,Target,75.86,2025-12-04
1,Target,75.26,2025-12-06
1,Target,76.02,2025-12-07
1,Target,75.46,2025-12-08
1,Target,75.12,2025-12-09
1,Target,73.51,2025-12-10
1,Target,73.23,2025-12-11
1,Target,71.25,2025-12-12
1,Target,70.07,2025-12-13
1,Target,70.9,2025-12-14
1,Target,71.8,2025-12-15
1,Target,72.42,2025-12-16
1,Target,71.85,2025-12-17
1,Target,72.11,2025-12-18
1,Target,72.42,2025-12-19
1,Target,71.75,2025-12-20
1,Target,73.4,2025-12-21
1,Target,74.54,2025-12-22
1,Target,74.73,2025-12-23
1,Target,75.16,2025-12-24
1,Target,75.76,2025-12-25
1,Target,74.31,2025-12-26
1,Target,74.51,2025-12-27
1,Target,74.31,2025-12-28
1,Target,73.83,2025-12-29
1,Target,73.99,2025-12-30
1,Target,76.0,2025-12-31
1,Target,77.01,2026-01-01
1,Target,76.89,2026-01-02
1,Target,79.52,2026-01-04
1,Target,80.79,2026-01-05
1,Target,81.23,2026-01-06
1,Target,80.96,2026-01-07
1,Target,81.98,2026-01-08
1,Target,82.69,2026-01-09
1,Target,83.89,2026-01-10
1,Target,84.81,2026-01-11
1,Target,86.14,2026-01-12
1,Target,85.83,2026-01-13
1,Target,87.4,2026-01-14
1,Target,87.79,2026-01-15
1,Target,90.14,2026-01-16
1,Target,89.52,2026-01-17
1,Target,91.48,2026-01-18
1,Target,91.77,2026-01-19
1,Target,91.08,2026-01-20
1,Target,90.17,2026-01-22
1,Target,90.57,2026-01-23
1,Target,91.04,2026-01-24
1,Target,90.28,2026-01-25
1,Target,90.09,2026-01-26
1,Target,92.22,2026-01-27
1,Target,93.9,2026-01-28
1,Target,94.13,2026-01-29
1,Target,93.88,2026-01-30
1,Target,93.7,2026-01-31
1,Target,94.04,2026-02-01
1,Target,92.52,2026-02-02
1,Target,89.61,2026-02-04
1,Target,89.63,2026-02-05
1,Target,89.89,2026-02-06
1,Target,88.92,2026-02-07
1,Target,90.13,2026-02-08
1,Target,88.33,2026-02-09
1,Target,86.66,2026-02-12
1,Target,87.92,2026-02-13
1,Target,86.95,2026-02-14
1,Target,87.59,2026-02-15
1,Target,87.06,2026-02-16
1,Target,86.41,2026-02-17
1,Target,86.86,2026-02-18
1,Target,87.09,2026-02-19
1,Target,85.01,2026-02-20
1,Target,86.1,2026-02-21
1,Target,87.12,2026-02-22
1,Target,86.09,2026-02-23
1,Target,86.14,2026-02-24
1,Target,86.32,2026-02-25
1,Target,85.45,2026-02-27
1,Target,84.52,2026-02-28
1,Target,84.29,2026-03-01
1,Target,85.3,2026-03-02
1,Target,85.71,2026-03-03
1,Target,85.22,2026-03-04
1,Target,85.94,2026-03-05
1,Target,82.97,2026-03-06
1,Target,84.11,2026-03-07
1,Target,82.39,2026-03-08
1,Target,82.1,2026-03-09
1,Target,81.1,2026-03-10
1,Target,79.97,2026-03-11
1,Target,81.25,2026-03-12
1,Target,81.0,2026-03-13
1,Target,81.56,2026-03-14
1,Target,81.77,2026-03-15
1,Target,82.53,2026-03-16
1,Target,82.92,2026-03-17
1,Target,81.98,2026-03-18
1,Target,83.33,2026-03-19
1,Target,83.22,2026-03-20
1,Target,82.06,2026-03-21
1,Target,82.05,2026-03-22
1,Target,83.97,2026-03-23
1,Target,85.28,2026-03-24
1,Target,85.38,2026-03-25
1,Target,85.5,2026-03-26
1,Target,85.64,2026-03-27
1,Target,88.27,2026-03-28
1,eBay,88.63,2025-09-30
1,eBay,90.52,2025-10-01
1,eBay,90.69,2025-10-02
1,eBay,91.59,2025-10-03
1,eBay,91.72,2025-10-04
1,eBay,91.59,2025-10-05
1,eBay,92.1,2025-10-06
1,eBay,91.79,2025-10-07
1,eBay,92.07,2025-10-08
1,eBay,91.33,2025-10-09
1,eBay,91.51,2025-10-10
1,eBay,92.36,2025-10-11
1,eBay,92.05,2025-10-12
1,eBay,92.37,2025-10-13
1,eBay,92.81,2025-10-14
1,eBay,93.57,2025-10-15
1,eBay,93.65,2025-10-16
1,eBay,95.07,2025-10-17
1,eBay,92.84,2025-10-18
1,eBay,96.25,2025-10-19
1,eBay,95.35,2025-10-20
1,eBay,95.88,2025-10-21
1,eBay,94.83,2025-10-22
1,eBay,95.56,2025-10-23
1,eBay,95.85,2025-10-24
1,eBay,95.03,2025-10-25
1,eBay,96.15,2025-10-26
1,eBay,95.82,2025-10-27
1,eBay,96.28,2025-10-28
1,eBay,95.02,2025-10-29
1,eBay,94.75,2025-10-30
1,eBay,96.76,2025-10-31
1,eBay,97.58,2025-11-01
1,eBay,97.61,2025-11-02
1,eBay,96.73,2025-11-03
1,eBay,96.42,2025-11-04
1,eBay,96.25,2025-11-05
1,eBay,96.34,2025-11-06
1,eBay,94.65,2025-11-07
1,eBay,94.95,2025-11-08
1,eBay,93.24,2025-11-09
1,eBay,94.57,2025-11-10
1,eBay,93.2,2025-11-11
1,eBay,93.03,2025-11-12
1,eBay,93.63,2025-11-13
1,eBay,92.69,2025-11-15
1,eBay,93.76,2025-11-16
1,eBay,93.87,2025-11-17
1,eBay,93.75,2025-11-18
1,eBay,91.36,2025-11-19
1,eBay,89.85,2025-11-20
1,eBay,90.51,2025-11-21
1,eBay,91.01,2025-11-23
1,eBay,91.28,2025-11-24
1,eBay,92.29,2025-11-25
1,eBay,91.62,2025-11-26
1,eBay,91.41,2025-11-27
1,eBay,88.3,2025-11-29
1,eBay,86.32,2025-11-30
1,eBay,85.19,2025-12-01
1,eBay,86.6,2025-12-02
1,eBay,84.84,2025-12-03
1,eBay,84.43,2025-12-04
1,eBay,83.05,2025-12-05
1,eBay,82.41,2025-12-06
1,eBay,82.58,2025-12-07
1,eBay,81.92,2025-12-08
1,eBay,83.06,2025-12-09
1,eBay,84.7,2025-12-10
1,eBay,82.55,2025-12-11
1,eBay,82.04,2025-12-12
1,eBay,82.3,2025-12-13
1,eBay,83.65,2025-12-14
1,eBay,83.46,2025-12-15
1,eBay,83.73,2025-12-16
1,eBay,82.89,2025-12-17
1,eBay,81.7,2025-12-18
1,eBay,83.48,2025-12-19
1,eBay,82.03,2025-12-20
1,eBay,84.73,2025-12-21
1,eBay,85.9,2025-12-22
1,eBay,87.05,2025-12-23
1,eBay,88.34,2025-12-25
1,eBay,89.24,2025-12-26
1,eBay,90.64,2025-12-28
1,eBay,91.11,2025-12-29
1,eBay,90.58,2025-12-30
1,eBay,90.12,2025-12-31
1,eBay,89.54,2026-01-01
1,eBay,90.87,2026-01-03
1,eBay,89.23,2026-01-04
1,eBay,90.09,2026-01-05
1,eBay,92.15,2026-01-06
1,eBay,93.42,2026-01-07
1,eBay,93.13,2026-01-08
1,eBay,91.72,2026-01-09
1,eBay,91.91,2026-01-10
1,eBay,92.05,2026-01-11
1,eBay,94.39,2026-01-14
1,eBay,94.84,2026-01-15
1,eBay,95.19,2026-01-16
